id,make,model,year,price,mileage,engine_size,fuel_type,transmission,doors,color,tax,mpg,sold_date
798,Honda,Model B,2022,12176,49531,1.7,Diesel,Automatic,5,Grey,409,45.5,2020-05-17
799,BMW,Model A,2017,31897,62227,4.8,Gasoline,Manual,3,Blue,429,24.3,2023-12-27
800,Chevrolet,Model C,2012,19903,13164,1.8,Diesel,Automatic,3,Red,211,25.1,2021-04-14
801,Chevrolet,Model C,2018,25096,103078,2.0,Hybrid,Manual,3,Blue,450,26.7,2020-12-15
802,Chevrolet,Model D,2012,17740,51247,4.9,Electric,Automatic,5,Grey,264,31.9,2023-02-23
803,Chevrolet,Model A,2018,21826,160673,3.9,Electric,Manual,5,Grey,378,32.1,2023-08-25
804,Toyota,Model A,2011,22079,60599,3.8,Diesel,Manual,4,Red,126,29.9,2023-06-07
805,Toyota,Model B,2016,3000,145624,4.4,Diesel,Automatic,5,Blue,169,22.2,2023-09-30
806,BMW,Model A,2015,24077,150489,1.5,Diesel,Automatic,4,Blue,317,47.1,2020-11-05
807,Ford,Model C,2015,33757,199651,3.8,Electric,Manual,3,Red,464,33.5,2022-11-09
808,Chevrolet,Model A,2017,23778,78207,3.0,Electric,Automatic,4,Blue,288,26.3,2022-09-28
809,Honda,Model B,2022,13296,82055,4.3,Gasoline,Automatic,2,White,432,36.0,2020-09-25
810,Ford,Model D,2006,24549,112266,3.0,Hybrid,Automatic,3,Grey,405,40.7,2022-10-23
811,Honda,Model B,2019,27416,88270,3.5,Gasoline,Manual,3,Silver,223,48.4,2022-02-08
812,Ford,Model B,2022,23587,121426,2.9,Hybrid,Automatic,4,Black,118,30.0,2020-01-16
813,BMW,Model D,2019,19481,144794,2.9,Gasoline,Automatic,3,Blue,356,14.5,2021-08-28
814,Chevrolet,Model B,2016,18304,80442,4.1,Electric,Manual,5,Blue,395,27.6,2023-10-13
815,Chevrolet,Model B,2017,18275,105632,3.5,Gasoline,Automatic,2,Black,121,29.2,2022-03-23
816,Volkswagen,Model A,2015,24884,181103,3.5,Hybrid,Automatic,4,Blue,467,45.9,2023-03-02
817,Honda,Model A,2009,10150,31438,2.8,Diesel,Manual,4,Black,139,25.8,2023-08-28
818,Ford,Model D,2005,17396,68819,3.1,Hybrid,Manual,3,Red,137,48.1,2021-04-26
819,Ford,Model A,2007,31169,53856,4.0,Diesel,Automatic,5,White,147,29.4,2022-06-13
820,Toyota,Model A,2011,31439,174648,4.3,Electric,Automatic,3,White,282,49.0,2023-08-21
821,Volkswagen,Model B,2016,9652,51938,3.8,Hybrid,Manual,3,Grey,174,10.3,2020-09-25
822,Toyota,Model C,2019,12080,190100,4.7,Gasoline,Manual,4,Silver,308,46.0,2021-02-17
823,Toyota,Model A,2009,18105,69807,4.3,Hybrid,Automatic,3,Blue,282,47.2,2020-01-25
824,Toyota,Model C,2019,26248,59877,3.2,Diesel,Automatic,2,Silver,206,48.4,2020-11-11
825,Honda,Model A,2012,7207,53461,3.7,Electric,Automatic,3,Red,287,10.5,2021-07-24
826,Honda,Model A,2014,19616,103474,4.7,Gasoline,Manual,3,White,363,16.9,2021-12-25
827,BMW,Model D,2020,16680,181541,3.5,Hybrid,Automatic,4,Red,185,36.2,2022-10-04
828,BMW,Model D,2012,29281,93136,4.3,Diesel,Manual,3,Red,423,11.0,2023-07-23
829,Toyota,Model D,2005,8261,30435,3.8,Gasoline,Manual,5,Blue,430,12.5,2021-01-23
830,Volkswagen,Model C,2016,20647,155263,3.2,Electric,Manual,4,Red,236,18.8,2021-12-22
831,Ford,Model B,2009,17244,94726,2.0,Gasoline,Automatic,3,White,445,30.5,2021-03-19
832,Honda,Model A,2007,30288,168458,2.7,Electric,Automatic,2,Silver,485,31.8,2022-09-25
833,Volkswagen,Model A,2005,24183,172793,4.9,Gasoline,Automatic,2,White,435,11.4,2023-12-21
834,Chevrolet,Model A,2008,15899,64786,3.6,Hybrid,Manual,4,Blue,194,16.8,2022-12-16
835,Honda,Model C,2012,25973,23704,3.3,Diesel,Automatic,4,White,425,30.0,2021-11-27
836,Honda,Model D,2007,17278,66635,4.7,Hybrid,Manual,3,Black,344,33.8,2022-08-28
837,BMW,Model B,2014,26995,143195,3.3,Hybrid,Manual,5,Silver,189,15.9,2021-12-21
838,Ford,Model C,2006,18340,100710,3.1,Electric,Manual,3,Black,158,26.0,2021-01-02
839,Ford,Model D,2015,27382,72993,4.0,Electric,Manual,2,Black,127,46.2,2020-12-07
840,Chevrolet,Model C,2014,23052,122752,3.9,Electric,Manual,5,Grey,171,50.0,2020-10-30
841,Chevrolet,Model B,2018,42823,166488,1.8,Hybrid,Manual,5,Blue,369,49.5,2022-02-02
842,Honda,Model D,2011,19629,142886,2.9,Gasoline,Automatic,5,Red,123,45.3,2023-10-29
843,Toyota,Model C,2006,22680,88537,2.9,Gasoline,Manual,3,Black,211,25.8,2022-03-26
844,BMW,Model B,2013,16644,60258,2.5,Hybrid,Automatic,2,White,399,37.5,2020-04-21
845,BMW,Model A,2020,20018,157580,3.1,Hybrid,Manual,4,Red,155,26.7,2022-05-27
846,Honda,Model B,2017,3000,95166,2.7,Diesel,Automatic,3,White,322,35.9,2022-10-26
847,Volkswagen,Model A,2013,23259,123710,1.8,Electric,Automatic,4,White,219,22.4,2022-07-18
848,Toyota,Model C,2008,29400,45699,2.6,Electric,Automatic,5,Red,278,34.2,2021-12-03
849,Honda,Model D,2014,22776,56335,1.3,Hybrid,Automatic,5,Red,387,31.0,2022-04-25
850,Toyota,Model D,2016,10802,56806,3.3,Hybrid,Manual,3,White,380,11.0,2022-08-01
851,Toyota,Model C,2021,14387,87853,4.4,Gasoline,Manual,2,Blue,471,41.6,2020-10-05
852,Toyota,Model D,2018,3000,45739,3.9,Hybrid,Manual,5,Silver,288,10.5,2021-01-16
853,Honda,Model D,2018,26852,44785,2.4,Gasoline,Manual,4,Grey,165,21.7,2020-01-13
854,BMW,Model A,2006,12954,173052,1.3,Hybrid,Automatic,4,Silver,397,10.2,2020-10-29
855,BMW,Model C,2015,19799,95016,1.8,Diesel,Automatic,3,Blue,348,25.0,2020-06-08
856,Toyota,Model B,2020,18923,142681,3.2,Diesel,Automatic,4,Grey,175,12.5,2020-06-02
857,Volkswagen,Model A,2010,30414,76253,1.8,Gasoline,Manual,2,Red,236,46.5,2022-01-23
858,Ford,Model C,2009,20596,101128,3.2,Electric,Automatic,5,Grey,263,26.6,2020-06-29
859,Honda,Model A,2008,25662,169213,1.9,Diesel,Manual,4,White,332,28.4,2023-04-18
860,Ford,Model B,2019,23825,171081,4.4,Gasoline,Automatic,4,Silver,354,24.0,2021-01-11
861,Volkswagen,Model B,2008,29515,137581,2.6,Hybrid,Automatic,5,Grey,393,35.1,2022-02-14
862,Honda,Model C,2014,18326,120966,2.0,Hybrid,Automatic,3,White,269,41.4,2023-04-06
863,Toyota,Model B,2007,33087,147854,4.2,Gasoline,Automatic,4,Blue,416,35.9,2023-05-22
864,BMW,Model A,2009,6100,109352,2.4,Electric,Automatic,3,Grey,273,39.9,2023-03-19
865,Ford,Model B,2010,26002,167005,1.4,Gasoline,Manual,3,White,444,46.2,2020-01-16
866,Chevrolet,Model A,2012,13933,87154,3.3,Gasoline,Automatic,4,Blue,117,44.5,2023-01-19
867,Chevrolet,Model A,2011,16550,149379,3.3,Diesel,Manual,2,Red,169,37.0,2023-02-17
868,Volkswagen,Model B,2014,23985,118297,3.9,Gasoline,Manual,3,Blue,437,18.6,2020-09-09
869,Toyota,Model C,2010,23929,48346,2.0,Gasoline,Manual,4,Blue,215,35.5,2022-12-19
870,Ford,Model D,2018,24244,122138,2.8,Hybrid,Manual,3,Silver,179,30.2,2023-07-13
871,Toyota,Model B,2008,10296,60772,2.1,Diesel,Manual,5,White,114,38.7,2023-12-03
872,Ford,Model A,2017,30143,50149,1.3,Hybrid,Manual,2,Grey,275,43.3,2020-01-31
873,Volkswagen,Model A,2021,13695,96700,4.5,Hybrid,Manual,2,Silver,368,39.7,2022-11-10
874,Volkswagen,Model B,2011,14628,168598,3.9,Electric,Manual,5,Black,218,43.9,2021-12-31
875,Chevrolet,Model C,2008,24465,106758,2.2,Electric,Automatic,5,Blue,398,12.6,2020-10-15
876,Toyota,Model C,2018,17992,138447,3.4,Diesel,Automatic,3,Black,287,11.3,2021-05-12
877,Honda,Model A,2007,22157,15695,1.8,Diesel,Manual,5,Silver,156,20.3,2023-11-29
878,Chevrolet,Model A,2009,4903,49169,4.6,Electric,Manual,2,White,298,46.0,2021-07-01
879,Toyota,Model C,2020,21990,57947,1.5,Electric,Manual,5,Silver,116,42.9,2022-08-18
880,Chevrolet,Model D,2008,21524,188296,1.0,Electric,Automatic,4,White,387,37.3,2020-05-11
881,Honda,Model B,2006,16430,55865,3.0,Electric,Automatic,4,White,154,38.0,2023-09-09
882,BMW,Model A,2022,5481,166625,3.3,Electric,Manual,3,Red,368,39.1,2022-05-07
883,BMW,Model A,2021,18510,114501,3.3,Hybrid,Manual,2,Blue,402,47.7,2023-03-01
884,BMW,Model C,2018,19738,70410,1.2,Diesel,Automatic,4,Silver,186,43.3,2021-06-04
885,BMW,Model B,2017,17429,113754,2.3,Hybrid,Automatic,5,White,417,34.9,2020-01-30
886,Ford,Model C,2016,7146,100895,3.0,Hybrid,Manual,4,Silver,128,36.6,2021-09-18
887,BMW,Model B,2010,31163,165888,1.9,Gasoline,Manual,4,Silver,121,18.5,2023-08-17
888,Honda,Model B,2008,15527,196098,4.5,Hybrid,Manual,3,White,420,36.3,2020-01-04
889,Volkswagen,Model B,2020,18444,60705,1.3,Electric,Manual,5,Grey,384,27.0,2023-09-10
890,Volkswagen,Model A,2017,3133,125700,2.9,Electric,Automatic,5,Black,147,16.1,2021-05-23
891,Ford,Model D,2008,31163,83914,3.8,Gasoline,Automatic,5,Blue,104,42.3,2023-06-14
892,BMW,Model C,2021,16734,11881,2.0,Gasoline,Manual,3,Blue,349,30.4,2020-01-16
893,BMW,Model D,2005,20689,180639,3.5,Gasoline,Manual,5,Grey,262,49.1,2022-09-23
894,BMW,Model C,2022,27845,57365,4.3,Gasoline,Manual,5,Red,301,21.3,2022-08-13
895,Chevrolet,Model B,2021,15265,89211,1.8,Gasoline,Automatic,4,Grey,200,29.2,2023-06-07
896,Toyota,Model A,2019,26742,166078,4.7,Hybrid,Manual,4,Red,170,27.9,2023-02-04
897,Chevrolet,Model D,2015,5570,51198,3.2,Gasoline,Manual,5,Red,262,14.8,2023-11-13
898,Toyota,Model A,2017,23856,163903,2.2,Hybrid,Manual,2,Grey,272,27.0,2020-09-19
899,BMW,Model C,2005,31005,110649,2.7,Diesel,Automatic,2,Blue,240,21.5,2022-12-24
900,BMW,Model A,2021,15937,157531,2.2,Gasoline,Manual,5,Black,237,16.4,2020-09-21
901,Chevrolet,Model A,2010,27832,173515,3.9,Gasoline,Automatic,2,Blue,165,21.3,2023-09-23
902,Chevrolet,Model D,2008,32837,183388,4.2,Hybrid,Manual,3,Blue,297,19.3,2023-08-17
903,Toyota,Model B,2020,18216,146949,4.3,Diesel,Manual,4,Blue,427,39.4,2021-01-12
904,Volkswagen,Model A,2019,17637,49553,4.9,Hybrid,Manual,3,Grey,327,11.2,2023-04-13
905,Toyota,Model B,2019,13711,145994,4.2,Hybrid,Automatic,4,Grey,380,34.7,2022-08-20
906,Chevrolet,Model C,2010,16431,132778,3.4,Gasoline,Manual,2,Grey,271,40.4,2023-03-21
907,Honda,Model A,2019,14292,127018,2.4,Electric,Manual,2,Blue,415,29.2,2021-04-20
908,Chevrolet,Model D,2018,13706,145758,3.2,Electric,Automatic,5,Black,139,47.3,2023-07-13
909,Honda,Model C,2015,28391,42766,1.2,Hybrid,Automatic,2,Red,106,38.3,2020-11-24
910,Ford,Model C,2011,14470,42006,4.0,Gasoline,Automatic,2,Silver,273,39.9,2023-04-01
911,Chevrolet,Model D,2013,21809,41422,2.8,Diesel,Manual,5,Red,250,17.9,2021-03-13
912,Ford,Model A,2020,20267,126590,1.1,Electric,Automatic,5,Red,310,41.1,2023-09-28
913,Volkswagen,Model A,2009,30486,22205,1.3,Diesel,Manual,4,Silver,401,43.3,2023-10-22
914,Toyota,Model C,2014,16477,164599,2.5,Electric,Automatic,2,Blue,185,24.5,2023-05-07
915,Honda,Model A,2022,22668,159515,3.3,Gasoline,Automatic,4,Black,496,18.5,2020-01-16
916,Toyota,Model B,2007,25537,157596,2.9,Hybrid,Automatic,4,Black,352,25.4,2023-08-12
917,Ford,Model D,2017,30428,126477,3.5,Diesel,Manual,3,Red,120,39.6,2022-05-17
918,Honda,Model B,2015,16375,38202,2.9,Diesel,Manual,2,Silver,356,26.7,2021-05-25
919,Toyota,Model A,2021,15674,187214,3.6,Hybrid,Manual,2,White,478,39.5,2022-09-10
920,Chevrolet,Model C,2017,12567,71692,1.9,Diesel,Manual,3,Blue,480,14.5,2023-06-16
921,BMW,Model D,2010,35654,30855,1.5,Electric,Manual,4,Red,132,42.2,2021-08-03
922,Ford,Model A,2021,29691,35095,3.4,Hybrid,Manual,2,Black,359,20.1,2023-08-17
923,Toyota,Model A,2017,19704,179796,2.9,Electric,Manual,4,Grey,333,20.0,2020-01-06
924,Ford,Model C,2014,33520,59241,1.1,Electric,Manual,3,Grey,102,33.6,2023-05-28
925,Ford,Model C,2007,19286,113119,2.5,Gasoline,Manual,5,Silver,446,12.8,2022-10-15
926,Honda,Model B,2018,25070,62003,1.4,Electric,Automatic,4,Silver,407,11.1,2023-12-27
927,Honda,Model D,2009,20071,104837,3.1,Gasoline,Automatic,2,Red,326,20.4,2022-03-17
928,BMW,Model D,2009,22784,104283,2.6,Diesel,Manual,5,White,383,31.5,2023-11-10
929,Chevrolet,Model C,2021,22042,157044,3.5,Diesel,Manual,4,Black,169,46.3,2021-09-10
930,Ford,Model B,2014,17025,133805,4.2,Gasoline,Manual,4,Red,412,43.9,2023-08-11
931,Toyota,Model D,2009,27647,103846,2.2,Electric,Manual,5,White,463,29.6,2023-02-15
932,Volkswagen,Model C,2008,25011,32927,4.8,Hybrid,Automatic,5,Silver,353,11.5,2021-02-08
933,Ford,Model A,2010,27193,130589,3.1,Hybrid,Automatic,5,Grey,243,31.4,2022-09-23
934,Ford,Model D,2008,22241,125657,3.5,Gasoline,Manual,2,Blue,123,38.2,2021-08-16
935,BMW,Model B,2011,13654,76630,3.7,Diesel,Automatic,2,Grey,333,23.6,2021-07-19
936,Chevrolet,Model B,2011,31965,114428,3.7,Diesel,Automatic,4,Black,432,14.4,2022-01-21
937,Volkswagen,Model B,2022,18162,132035,3.0,Hybrid,Manual,4,Black,274,21.1,2020-01-12
938,Honda,Model A,2007,22548,193419,2.7,Gasoline,Manual,3,Grey,431,40.9,2023-05-17
939,Honda,Model D,2005,24447,136244,1.2,Hybrid,Manual,2,Grey,424,24.0,2020-06-13
940,Toyota,Model D,2008,22501,79518,1.1,Electric,Manual,4,White,456,42.5,2022-05-27
941,Volkswagen,Model A,2010,26407,186355,2.4,Electric,Automatic,5,Red,258,22.8,2023-08-10
942,Honda,Model D,2013,27513,91326,2.3,Gasoline,Manual,5,Silver,447,16.5,2020-03-18
943,Toyota,Model A,2018,18426,153277,2.6,Gasoline,Automatic,2,White,447,27.4,2023-12-28
944,Chevrolet,Model A,2016,31378,130243,1.6,Electric,Manual,5,Blue,385,28.1,2021-09-05
945,Toyota,Model A,2008,18131,22748,4.0,Diesel,Automatic,3,Grey,117,10.6,2022-05-18
946,Honda,Model B,2016,22357,162169,4.4,Gasoline,Manual,4,Blue,143,14.7,2022-03-22
947,BMW,Model D,2014,17286,144164,4.8,Electric,Manual,4,Blue,254,17.4,2023-01-05
948,BMW,Model A,2011,15285,63311,3.0,Electric,Automatic,4,White,454,14.5,2022-12-07
949,BMW,Model D,2007,27309,32692,3.8,Diesel,Automatic,2,Silver,476,23.7,2022-02-05
950,Honda,Model B,2018,41853,134954,4.4,Diesel,Automatic,5,Black,330,48.6,2020-03-22
951,BMW,Model A,2014,17467,164934,2.7,Diesel,Manual,3,Red,470,30.4,2020-07-27
952,Volkswagen,Model C,2020,28507,140035,2.2,Diesel,Automatic,2,Black,415,35.1,2021-06-05
953,Chevrolet,Model B,2020,17718,89507,4.7,Hybrid,Automatic,4,Silver,324,24.3,2022-11-18
954,Toyota,Model C,2014,19926,90152,3.1,Diesel,Automatic,3,Black,316,22.9,2023-08-20
955,Toyota,Model D,2017,32303,14926,3.0,Hybrid,Automatic,4,Grey,155,10.9,2022-09-20
956,Honda,Model D,2010,12485,13969,1.7,Gasoline,Automatic,4,Grey,130,30.0,2021-04-09
957,BMW,Model B,2016,10632,45733,1.4,Electric,Automatic,2,White,456,29.3,2021-09-19
958,BMW,Model D,2013,19389,79855,4.4,Hybrid,Automatic,4,Blue,158,16.3,2022-02-19
959,Ford,Model C,2017,24645,51743,3.5,Gasoline,Automatic,3,Silver,479,40.6,2023-12-22
960,Chevrolet,Model A,2008,23245,140193,2.3,Gasoline,Automatic,4,Silver,485,29.7,2021-07-12
961,Volkswagen,Model A,2015,22524,180948,1.8,Hybrid,Manual,5,Black,452,23.6,2023-10-14
962,Toyota,Model A,2022,20238,117445,3.2,Gasoline,Manual,4,White,334,15.9,2022-08-17
963,Ford,Model B,2015,25505,30323,3.3,Gasoline,Automatic,2,Black,206,32.1,2020-03-31
964,Ford,Model D,2008,3000,26428,1.8,Hybrid,Manual,3,Black,290,40.1,2022-12-12
965,Honda,Model C,2022,14744,44578,4.4,Gasoline,Manual,2,Silver,117,21.3,2022-05-09
966,Toyota,Model D,2005,19344,96486,1.3,Diesel,Automatic,5,Black,325,18.8,2023-05-12
967,Honda,Model D,2011,24931,74140,2.4,Diesel,Automatic,4,Blue,266,30.9,2021-07-09
968,Volkswagen,Model D,2010,30428,117325,3.7,Electric,Automatic,2,Black,170,16.2,2020-06-04
969,Ford,Model A,2019,13804,93829,2.1,Gasoline,Automatic,2,Blue,461,36.7,2020-01-02
970,Ford,Model C,2022,30199,16364,4.3,Electric,Automatic,2,Silver,153,34.2,2023-10-12
971,Chevrolet,Model C,2015,16832,138867,4.0,Diesel,Automatic,2,White,344,13.5,2022-04-04
972,Volkswagen,Model D,2019,19090,176421,4.2,Diesel,Manual,5,Grey,449,11.5,2022-03-12
973,Ford,Model A,2020,24070,141763,1.5,Diesel,Automatic,5,Blue,175,34.8,2022-09-09
974,Volkswagen,Model A,2011,18577,105598,1.6,Gasoline,Manual,4,White,134,21.8,2022-12-17
975,Toyota,Model C,2014,27770,186968,2.1,Gasoline,Automatic,4,White,366,13.5,2023-07-01
976,BMW,Model A,2016,17167,67062,3.1,Diesel,Automatic,3,Blue,416,40.4,2023-04-18
977,Ford,Model A,2018,17273,154933,4.0,Electric,Manual,5,Silver,399,22.6,2021-05-07
978,Chevrolet,Model A,2009,27363,98302,4.3,Electric,Automatic,2,Red,220,28.4,2021-10-30
979,Toyota,Model B,2022,14658,73928,3.8,Hybrid,Automatic,2,White,423,19.5,2022-11-24
980,Volkswagen,Model D,2009,21742,51347,4.7,Diesel,Manual,3,White,124,35.1,2020-03-15
981,Honda,Model C,2007,8376,13121,4.0,Electric,Automatic,2,Silver,259,22.1,2022-08-01
982,Toyota,Model C,2009,32737,93793,2.2,Diesel,Manual,3,Silver,183,48.7,2023-08-05
983,Ford,Model B,2021,28445,38164,2.1,Electric,Automatic,4,Black,213,38.1,2021-01-05
984,Volkswagen,Model D,2016,39250,35491,3.8,Hybrid,Automatic,5,Silver,322,15.5,2021-08-09
985,BMW,Model C,2013,29368,69222,1.8,Hybrid,Manual,3,White,487,26.7,2020-11-24
986,Toyota,Model A,2005,12092,164237,1.4,Diesel,Automatic,2,Blue,265,25.4,2021-08-12
987,Ford,Model C,2022,24680,13748,3.1,Electric,Manual,3,Red,290,31.4,2022-02-15
988,Chevrolet,Model A,2008,13573,36553,4.3,Gasoline,Manual,4,Black,274,43.7,2020-10-30
989,Honda,Model B,2014,31046,126547,1.4,Hybrid,Manual,2,Blue,100,33.3,2021-08-01
990,Volkswagen,Model A,2011,12292,70380,4.2,Diesel,Automatic,4,Red,486,12.5,2020-08-08
991,Toyota,Model C,2005,11955,54331,4.2,Diesel,Automatic,4,Red,328,36.2,2022-09-05
992,Toyota,Model C,2021,8731,130617,2.9,Electric,Manual,3,Red,185,10.3,2023-04-02
993,BMW,Model C,2006,16581,49560,1.2,Diesel,Automatic,4,Grey,161,41.2,2021-01-09
994,BMW,Model B,2015,15173,63865,1.7,Hybrid,Automatic,2,Blue,419,36.7,2023-05-28
995,Chevrolet,Model B,2013,11168,187758,3.8,Diesel,Automatic,4,Black,481,22.4,2023-07-01
996,Honda,Model D,2011,33928,85910,3.8,Diesel,Manual,4,Black,305,21.7,2020-07-06
997,Chevrolet,Model C,2021,23709,145747,4.6,Gasoline,Automatic,3,Red,204,41.9,2023-04-29
998,Ford,Model A,2021,22885,87986,3.3,Gasoline,Manual,4,Blue,417,41.3,2023-11-13
999,Ford,Model B,2006,31124,20068,1.5,Hybrid,Automatic,5,Grey,390,24.1,2023-05-23
1000,Chevrolet,Model C,2010,21793,64460,1.5,Electric,Automatic,3,Red,349,22.0,2023-10-30
